#chrom	tes_1based	strand	intron_chain_tx_order	n_introns	read_support	frac_global	polya_support_frac	median_mapq	median_tail_len	median_tail_purity	n_unique_chains	n_full_length_reads	included_trunc	sample_counts	chain_counts	kept
chr2	69940641	+	69915393-69916120;69916221-69935350;69935466-69937234;69937395-69938096	4	1	0.0015	1.0000	60.0	99.0	0.667	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69915393-69916120;69916221-69935350;69935466-69937234;69937395-69938096:1	0
chr2	69940641	+	69934155-69935350;69935466-69937234;69937395-69938096	3	1	0.0015	0.0000	60.0	22.0	0.364	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69934155-69935350;69935466-69937234;69937395-69938096:1	0
chr2	69940641	+	69937395-69938096;69938648-69939054	2	1	0.0015	1.0000	60.0	16.0	1.000	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69937395-69938096;69938648-69939054:1	0
chr2	69940641	+	69935472-69937234;69937395-69938096	2	1	0.0015	1.0000	60.0	143.0	0.706	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_MXD1_chr2_69915109_69942945:1	69935472-69937234;69937395-69938096:1	0
chr2	69940641	+	69937395-69938096;69940112-69940199	2	1	0.0015	1.0000	60.0	127.0	0.701	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_MXD1_chr2_69915109_69942945:1	69937395-69938096;69940112-69940199:1	0
chr2	69940641	+	69924770-69940510	1	1	0.0015	1.0000	27.0	90.0	0.711	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_MXD1_chr2_69915109_69942945:1	69924770-69940510:1	0
chr2	69940641	+	69924770-69940512	1	1	0.0015	1.0000	19.0	59.0	0.763	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69924770-69940512:1	0
chr2	69940641	+	69924770-69940464	1	1	0.0015	1.0000	26.0	81.0	0.716	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69924770-69940464:1	0
chr2	69940641	+	69938822-69938930	1	1	0.0015	1.0000	60.0	70.0	0.643	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69938822-69938930:1	0
chr2	69940641	+	69940021-69940128	1	1	0.0015	1.0000	60.0	26.0	0.923	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69940021-69940128:1	0
chr2	69940641	+	69940043-69940128	1	1	0.0015	0.0000	60.0	28.0	0.464	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69940043-69940128:1	0
chr2	69940641	+	69939172-69939249	1	1	0.0015	1.0000	60.0	70.0	0.643	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_MXD1_chr2_69915109_69942945:1	69939172-69939249:1	0
chr2	69940641	+	69939625-69939722	1	1	0.0015	1.0000	60.0	26.0	0.769	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_MXD1_chr2_69915109_69942945:1	69939625-69939722:1	0
chr2	69940641	+	69924803-69940117	1	1	0.0015	1.0000	60.0	81.0	0.617	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69924803-69940117:1	0
chr2	69940641	+	69939943-69940007	1	1	0.0015	1.0000	60.0	96.0	0.667	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69939943-69940007:1	0
chr2	69940641	+	69940386-69940477	1	1	0.0015	1.0000	60.0	75.0	0.667	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69940386-69940477:1	0
chr2	69940641	+	69940079-69940128	1	1	0.0015	1.0000	60.0	38.0	0.526	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69940079-69940128:1	0
chr2	69940699	+	69915404-69916120;69916221-69935350;69935466-69937234;69937395-69938096	4	3	0.0045	1.0000	60.0	63.0	0.667	2	2	1	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_MXD1_chr2_69915109_69942945:1|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:2	69915404-69916120;69916221-69935350;69935466-69937234;69937395-69938096:2|69937395-69938096:1	0
chr2	69942944	+	69915404-69916031;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69940726-69940829	6	1	0.0015	1.0000	60.0	41.0	0.659	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916031;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69940726-69940829:1	0
chr2	69942944	+	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69938340-69942640	6	1	0.0015	1.0000	60.0	62.0	0.661	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69938340-69942640:1	0
chr2	69942944	+	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69939109-69939562	6	1	0.0015	1.0000	60.0	59.0	0.661	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69939109-69939562:1	0
chr2	69942944	+	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	5	101	0.1499	1.0000	60.0	59.0	0.667	5	81	1	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_MXD1_chr2_69915109_69942945:19|HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_MXD1_chr2_69915109_69942945:20|HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_MXD1_chr2_69915109_69942945:24|HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:7|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_MXD1_chr2_69915109_69942945:13|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:18	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096:81|69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096:7|69921766-69935350;69935466-69937234;69937395-69938096:1|69935466-69937234;69937395-69938096:4|69937395-69938096:8	1
chr2	69942944	+	69915404-69916120;69916221-69921735;69921766-69935350;69935470-69937234;69937395-69938096	5	1	0.0015	1.0000	60.0	56.0	0.661	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916221-69921735;69921766-69935350;69935470-69937234;69937395-69938096:1	0
chr2	69942944	+	69915404-69916120;69916214-69921735;69921766-69935350;69935466-69937234;69937395-69938096	5	1	0.0015	1.0000	60.0	63.0	0.762	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916214-69921735;69921766-69935350;69935466-69937234;69937395-69938096:1	0
chr2	69942944	+	69915447-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096	5	1	0.0015	1.0000	60.0	74.0	0.662	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69915447-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096:1	0
chr2	69942944	+	69915404-69916120;69916221-69935350;69935466-69937234;69937395-69938096	4	6	0.0089	1.0000	60.0	72.0	0.668	1	6	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1|HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_MXD1_chr2_69915109_69942945:4|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916221-69935350;69935466-69937234;69937395-69938096:6	0
chr2	69942944	+	69915404-69916120;69916229-69935350;69935466-69937234;69937395-69938096	4	1	0.0015	1.0000	60.0	80.0	0.662	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916229-69935350;69935466-69937234;69937395-69938096:1	0
chr2	69942944	+	69937395-69938096;69939813-69940128	2	1	0.0015	1.0000	60.0	57.0	0.667	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_MXD1_chr2_69915109_69942945:1	69937395-69938096;69939813-69940128:1	0
chr2	69942944	+	69915404-69937279;69937395-69938096	2	1	0.0015	1.0000	60.0	77.0	0.662	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69915404-69937279;69937395-69938096:1	0
chr2	69942944	+	69941388-69941566;69942371-69942427	2	1	0.0015	1.0000	60.0	29.0	0.655	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69941388-69941566;69942371-69942427:1	0
chr2	69942944	+	69924770-69941046	1	1	0.0015	1.0000	60.0	17.0	0.647	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_MXD1_chr2_69915109_69942945:1	69924770-69941046:1	0
chr2	69942944	+	69941411-69941652	1	1	0.0015	1.0000	60.0	140.0	0.664	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_MXD1_chr2_69915109_69942945:1	69941411-69941652:1	0
chr2	69942944	+	69942054-69942107	1	1	0.0015	1.0000	60.0	117.0	0.692	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_MXD1_chr2_69915109_69942945:1	69942054-69942107:1	0
chr2	69942944	+	69937080-69940477	1	1	0.0015	1.0000	60.0	71.0	0.732	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69937080-69940477:1	0
chr2	69942944	+	69942190-69942728	1	1	0.0015	1.0000	60.0	98.0	0.663	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69942190-69942728:1	0
chr2	69942944	+	69941734-69941835	1	1	0.0015	1.0000	60.0	132.0	0.697	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69941734-69941835:1	0
chr2	69942944	+	69942168-69942640	1	1	0.0015	1.0000	16.0	100.0	0.670	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69942168-69942640:1	0
chr2	69956498	+	69894019-69895100;69895215-69896435;69896549-69897376;69897457-69903180;69903246-69904253;69905244-69956417	6	1	0.0015	0.0000	60.0	1087.0	0.240	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69894019-69895100;69895215-69896435;69896549-69897376;69897457-69903180;69903246-69904253;69905244-69956417:1	0
chr2	69956498	+	69942925-69956392	1	1	0.0015	1.0000	60.0	21.0	0.667	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_MXD1_chr2_69915109_69942945:1	69942925-69956392:1	0
chr2	69956559	+	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69938530-69956540	6	1	0.0015	1.0000	60.0	21.0	0.667	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69938530-69956540:1	0
chr2	69956559	+	69942926-69956417	1	1	0.0015	1.0000	60.0	19.0	0.684	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69942926-69956417:1	0
chr2	69956559	+	69940656-69956528	1	1	0.0015	1.0000	60.0	183.0	0.667	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69940656-69956528:1	0
chr2	69956559	+	69942926-69956455	1	1	0.0015	1.0000	15.0	144.0	0.667	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69942926-69956455:1	0
chr2	69975979	+	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69938598-69975966	6	1	0.0015	1.0000	60.0	118.0	0.661	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69938598-69975966:1	0
chr2	70004108	+	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69938707-70004094	6	1	0.0015	0.0000	60.0	351.0	0.447	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_MXD1_chr2_69915109_69942945:1	69915404-69916120;69916221-69921735;69921766-69935350;69935466-69937234;69937395-69938096;69938707-70004094:1	0
chr2	70089164	+	69854095-69858866;69859005-70028800;70028933-70087529	3	1	0.0015	1.0000	57.0	62.0	0.694	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_MXD1_chr2_69915109_69942945:1	69854095-69858866;69859005-70028800;70028933-70087529:1	0
